103.6452,282
104.8809,290
106.1165,281
107.3518,285
108.587,286
109.8219,285
111.0567,284
112.2912,282
113.5256,286
114.7598,287
115.9938,278
117.2275,282
118.4611,287
119.6945,284
120.9277,281
122.1607,287
123.3935,288
124.6261,285
125.8585,290
127.0907,283
128.3227,286
129.5546,287
130.7862,290
132.0177,292
133.2489,292
134.4799,295
135.7107,294
136.9414,294
138.1718,295
139.4021,290
140.6322,294
141.862,300
143.0917,298
144.3212,305
145.5505,308
146.7796,314
148.0085,322
149.2372,333
150.4657,359
151.694,390
152.9221,431
154.1501,497
155.3778,546
156.6053,533
157.8327,477
159.0598,424
160.2868,376
161.5135,349
162.7401,332
163.9664,317
165.1926,315
166.4186,309
167.6444,309
168.87,301
170.0954,297
171.3206,297
172.5456,299
173.7704,293
174.995,294
176.2194,297
177.4436,288
178.6676,295
179.8915,292
181.1152,295
182.3386,288
183.5619,291
184.7849,289
186.0078,295
187.2305,295
188.453,287
189.6753,293
190.8974,295
192.1193,292
193.341,295
194.5625,292
195.7838,294
197.005,291
198.2259,293
199.4466,294
200.6672,292
201.8875,291
203.1077,290
204.3277,288
205.5474,293
206.767,294
207.9864,291
209.2056,290
210.4246,296
211.6434,290
212.862,296
214.0804,296
215.2987,291
216.5167,291
217.7345,295
218.9522,290
220.1696,295
221.3869,292
222.604,295
223.8209,292
225.0376,294
226.254,303
227.4703,294
228.6864,295
229.9024,294
231.1181,296
232.3336,294
233.549,297
234.7641,296
235.979,301
237.1938,302
238.4084,308
239.6228,298
240.837,300
242.0509,298
243.2647,303
244.4783,297
245.6917,305
246.905,303
248.118,309
249.3308,300
250.5435,311
251.7559,304
252.9681,310
254.1802,313
255.3921,315
256.6038,312
257.8152,320
259.0266,321
260.2377,319
261.4486,319
262.6593,323
263.8698,329
265.0802,326
266.2903,333
267.5003,345
268.7101,353
269.9196,356
271.129,366
272.3382,385
273.5472,384
274.756,405
275.9646,432
277.173,468
278.3813,506
279.5893,568
280.7971,619
282.0048,687
283.2123,675
284.4195,632
285.6266,584
286.8335,515
288.0402,459
289.2467,416
290.453,387
291.6591,372
292.8651,364
294.0709,349
295.2764,335
296.4818,335
297.6869,319
298.8919,321
300.0967,320
301.3013,316
302.5057,319
303.7099,313
304.9139,311
306.1178,317
307.3214,310
308.5249,312
309.7281,308
310.9312,307
312.1341,305
313.3368,310
314.5393,307
315.7416,307
316.9437,308
318.1457,312
319.3474,309
320.5489,301
321.7503,306
322.9514,306
324.1524,306
325.3532,308
326.5538,303
327.7542,305
328.9545,298
330.1544,300
331.3543,308
332.554,299
333.7534,300
334.9527,304
336.1518,305
337.3506,305
338.5493,310
339.7478,309
340.9461,303
342.1443,305
343.3422,304
344.54,304
345.7375,307
346.9349,299
348.132,304
349.3291,308
350.5259,302
351.7225,303
352.9189,305
354.1151,300
355.3112,303
356.507,309
357.7027,302
358.8982,308
360.0934,301
361.2885,298
362.4834,310
363.6781,302
364.8727,303
366.067,299
367.2612,308
368.4551,305
369.6489,305
370.8425,302
372.0359,308
373.2291,303
374.4221,303
375.6149,301
376.8075,305
378,307
379.1922,305
380.3843,313
381.5762,307
382.7679,306
383.9594,306
385.1507,310
386.3418,309
387.5327,302
388.7235,307
389.9141,306
391.1044,305
392.2946,302
393.4846,307
394.6744,308
395.864,307
397.0535,301
398.2427,307
399.4318,308
400.6206,305
401.8093,308
402.9978,302
404.1861,301
405.3742,312
406.5621,303
407.7499,308
408.9374,307
410.1248,308
411.312,312
412.4989,307
413.6857,301
414.8723,307
416.0587,306
417.245,309
418.431,309
419.6169,300
420.8025,311
421.988,304
423.1733,302
424.3584,306
425.5433,306
426.7281,309
427.9126,306
429.097,310
430.2811,309
431.4651,311
432.6489,309
433.8325,310
435.0159,316
436.1991,310
437.3822,313
438.565,304
439.7477,308
440.9302,311
442.1125,307
443.2946,309
444.4765,315
445.6582,311
446.8398,315
448.0211,308
449.2023,312
450.3833,310
451.5641,312
452.7447,304
453.9251,311
455.1053,316
456.2854,309
457.4652,308
458.6449,308
459.8244,312
461.0037,309
462.1828,317
463.3618,311
464.5405,308
465.719,311
466.8974,319
468.0756,310
469.2536,311
470.4314,313
471.609,313
472.7864,312
473.9637,314
475.1407,316
476.3176,314
477.4943,317
478.6708,311
479.8471,313
481.0233,306
482.1992,311
483.375,312
484.5505,315
485.7259,316
486.9011,315
488.0761,313
489.251,317
490.4256,316
491.6001,311
492.7743,312
493.9484,312
495.1223,313
496.296,315
497.4695,313
498.6429,315
499.816,319
500.989,312
502.1618,312
503.3344,316
504.5068,315
505.679,312
506.8511,317
508.0229,308
509.1946,314
510.3661,311
511.5374,307
512.7085,318
513.8794,314
515.0502,308
516.2207,313
517.3911,313
518.5613,316
519.7313,319
520.9011,315
522.0707,320
523.2402,309
524.4094,317
525.5785,322
526.7474,312
527.9161,316
529.0847,323
530.253,318
531.4211,317
532.5891,309
533.7568,313
534.9244,318
536.0919,315
537.2591,314
538.4261,314
539.593,314
540.7596,323
541.9261,319
543.0925,317
544.2586,317
545.4245,313
546.5903,320
547.7559,309
548.9212,317
550.0864,314
551.2514,319
552.4163,310
553.5809,319
554.7454,323
555.9096,322
557.0737,321
558.2376,321
559.4014,320
560.5649,319
561.7282,316
562.8914,318
564.0544,316
565.2172,318
566.3798,318
567.5422,322
568.7045,317
569.8665,320
571.0284,321
572.1901,318
573.3516,324
574.513,314
575.6741,322
576.8351,313
577.9958,317
579.1564,315
580.3168,326
581.4771,323
582.6371,325
583.797,317
584.9567,325
586.1161,325
587.2755,318
588.4346,316
