103.6452,372
104.8809,377
106.1165,382
107.3518,385
108.587,385
109.8219,388
111.0567,382
112.2912,366
113.5256,372
114.7598,389
115.9938,375
117.2275,376
118.4611,377
119.6945,378
120.9277,386
122.1607,384
123.3935,385
124.6261,385
125.8585,397
127.0907,400
128.3227,389
129.5546,397
130.7862,399
132.0177,395
133.2489,396
134.4799,389
135.7107,386
136.9414,387
138.1718,393
139.4021,392
140.6322,401
141.862,393
143.0917,401
144.3212,392
145.5505,410
146.7796,402
148.0085,402
149.2372,412
150.4657,407
151.694,421
152.9221,421
154.1501,413
155.3778,426
156.6053,417
157.8327,413
159.0598,412
160.2868,415
161.5135,408
162.7401,415
163.9664,414
165.1926,421
166.4186,421
167.6444,415
168.87,419
170.0954,415
171.3206,418
172.5456,425
173.7704,422
174.995,420
176.2194,424
177.4436,429
178.6676,436
179.8915,433
181.1152,433
182.3386,426
183.5619,424
184.7849,435
186.0078,427
187.2305,429
188.453,437
189.6753,430
190.8974,436
192.1193,439
193.341,441
194.5625,437
195.7838,444
197.005,448
198.2259,447
199.4466,463
200.6672,456
201.8875,466
203.1077,464
204.3277,457
205.5474,450
206.767,450
207.9864,451
209.2056,451
210.4246,450
211.6434,444
212.862,451
214.0804,443
215.2987,450
216.5167,441
217.7345,447
218.9522,440
220.1696,449
221.3869,451
222.604,453
223.8209,449
225.0376,436
226.254,440
227.4703,442
228.6864,447
229.9024,444
231.1181,446
232.3336,439
233.549,447
234.7641,440
235.979,433
237.1938,437
238.4084,434
239.6228,443
240.837,446
242.0509,451
243.2647,439
244.4783,431
245.6917,441
246.905,441
248.118,437
249.3308,431
250.5435,438
251.7559,444
252.9681,425
254.1802,431
255.3921,439
256.6038,433
257.8152,431
259.0266,435
260.2377,421
261.4486,425
262.6593,429
263.8698,425
265.0802,418
266.2903,439
267.5003,434
268.7101,423
269.9196,440
271.129,444
272.3382,443
273.5472,448
274.756,449
275.9646,453
277.173,456
278.3813,447
279.5893,464
280.7971,466
282.0048,460
283.2123,466
284.4195,465
285.6266,492
286.8335,484
288.0402,496
289.2467,504
290.453,500
291.6591,522
292.8651,513
294.0709,498
295.2764,479
296.4818,474
297.6869,476
298.8919,462
300.0967,462
301.3013,441
302.5057,439
303.7099,447
304.9139,422
306.1178,428
307.3214,428
308.5249,430
309.7281,426
310.9312,424
312.1341,422
313.3368,418
314.5393,421
315.7416,414
316.9437,419
318.1457,416
319.3474,404
320.5489,418
321.7503,406
322.9514,419
324.1524,405
325.3532,412
326.5538,415
